source,target,amount,transaction_count
CUST002596,CUST004296,1885.81,1
CUST002596,CUST004436,4965.43,1
CUST002596,CUST004449,1454.47,1
CUST002596,CUST004470,1686.7,1
CUST002596,CUST004521,855.6,1
CUST002596,CUST004598,2060.72,1
CUST002596,CUST004723,5792.19,1
CUST002596,CUST004817,1896.89,1
CUST002596,CUST004877,2435.68,1
CUST002596,CUST004937,4018.94,1
CUST002597,AGT00000,602.55,1
CUST002597,AGT00003,245.19,1
CUST002597,AGT00011,2342.61,1
CUST002597,AGT00030,1418.58,1
CUST002597,AGT00031,881.48,1
CUST002597,AGT00032,1135.04,1
CUST002597,AGT00035,622.68,1
CUST002597,AGT00043,201.23,1
CUST002597,AGT00046,671.92,1
CUST002597,AGT00059,1012.98,1
CUST002597,AGT00085,531.64,1
CUST002597,AGT00097,316.8,1
CUST002597,AGT00107,870.05,1
CUST002597,AGT00120,260.13,1
CUST002597,AGT00151,356.88,1
CUST002597,AGT00159,383.72,1
CUST002597,AGT00162,596.42,1
CUST002597,AGT00171,1009.12,1
CUST002597,AGT00173,866.86,1
CUST002597,AGT00176,356.74,1
CUST002597,AGT00177,280.92,1
CUST002597,AGT00189,858.63,1
CUST002597,AGT00202,152.78,1
CUST002597,AGT00228,570.81,1
CUST002597,AGT00244,666.73,1
CUST002597,AGT00270,183.22,1
CUST002597,AGT00279,2777.08,1
CUST002597,AGT00296,182.58,1
CUST002597,AGT00298,858.5,1
CUST002597,CUST000320,338.0,1
CUST002597,CUST000440,290.59,1
CUST002597,CUST000776,977.19,1
CUST002597,CUST001173,817.55,1
CUST002597,CUST001475,267.62,1
CUST002597,CUST001645,1239.72,1
CUST002597,CUST001724,1640.62,1
CUST002597,CUST001810,889.85,1
CUST002597,CUST001836,641.97,1
CUST002597,CUST002003,678.21,1
CUST002597,CUST002191,662.97,1
CUST002597,CUST002251,830.27,1
CUST002597,CUST002273,962.36,1
CUST002597,CUST002468,1138.25,1
CUST002597,CUST002555,404.56,1
CUST002597,CUST002798,9995.61,1
CUST002597,CUST003021,642.41,1
CUST002597,CUST003102,319.14,1
CUST002597,CUST003110,2034.44,1
CUST002597,CUST003116,299.61,1
CUST002597,CUST003614,504.09,1
CUST002597,CUST003895,779.0,1
CUST002597,CUST004125,1314.67,1
CUST002597,CUST004136,271.62,1
CUST002597,CUST004145,615.58,1
CUST002597,CUST004269,827.58,1
CUST002597,CUST004535,609.05,1
CUST002597,CUST004686,914.27,1
CUST002597,CUST004701,189.98,1
CUST002597,CUST004717,1039.39,1
CUST002597,CUST004808,260.59,1
CUST002598,AGT00000,800.43,1
CUST002598,AGT00009,1158.2,1
CUST002598,AGT00027,2250.88,1
CUST002598,AGT00028,11345.23,1
CUST002598,AGT00041,701.19,1
CUST002598,AGT00043,1749.08,1
CUST002598,AGT00048,1635.51,1
CUST002598,AGT00065,421.44,1
CUST002598,AGT00066,608.36,1
CUST002598,AGT00068,2857.2,1
CUST002598,AGT00077,3211.46,2
CUST002598,AGT00101,2060.68,1
CUST002598,AGT00106,1982.37,1
CUST002598,AGT00131,773.84,1
CUST002598,AGT00146,409.14,1
CUST002598,AGT00169,1676.61,1
CUST002598,AGT00191,3354.94,1
CUST002598,AGT00204,569.2,1
CUST002598,AGT00215,596.9,1
CUST002598,AGT00216,1430.07,1
CUST002598,AGT00228,1545.02,2
CUST002598,AGT00229,1024.39,1
CUST002598,AGT00239,894.8,1
CUST002598,AGT00244,455.33,1
CUST002598,AGT00250,1554.12,1
CUST002598,AGT00287,2101.36,1
CUST002598,AGT00290,1826.02,2
CUST002598,AGT00295,2488.88,1
CUST002598,CUST000079,836.63,1
CUST002598,CUST000193,783.97,1
CUST002598,CUST000236,643.59,1
CUST002598,CUST000324,973.9,1
CUST002598,CUST000460,956.47,1
CUST002598,CUST000464,588.22,1
CUST002598,CUST000490,1383.8,1
CUST002598,CUST000678,1059.84,1
CUST002598,CUST001028,1501.67,1
CUST002598,CUST001047,1225.49,1
CUST002598,CUST001167,1889.37,1
CUST002598,CUST001179,3204.17,1
CUST002598,CUST001260,557.44,1
CUST002598,CUST001289,2570.13,1
CUST002598,CUST001308,2401.18,1
CUST002598,CUST001344,1284.73,1
CUST002598,CUST001356,856.49,1
CUST002598,CUST001678,760.65,1
CUST002598,CUST001791,660.98,1
CUST002598,CUST001862,801.27,1
CUST002598,CUST002021,1247.19,1
CUST002598,CUST002090,1860.5,1
CUST002598,CUST002110,576.67,1
CUST002598,CUST002135,1837.91,1
CUST002598,CUST002160,1159.48,1
CUST002598,CUST002351,1140.59,1
CUST002598,CUST002516,690.88,1
CUST002598,CUST002577,486.2,1
CUST002598,CUST002610,1102.63,1
CUST002598,CUST002728,1114.88,1
CUST002598,CUST002756,895.0,1
CUST002598,CUST002759,1247.81,1
CUST002598,CUST002802,1646.65,1
CUST002598,CUST003057,1238.26,1
CUST002598,CUST003108,7792.76,1
CUST002598,CUST003230,825.84,1
CUST002598,CUST003411,2149.13,1
CUST002598,CUST003462,1034.09,1
CUST002598,CUST003484,2194.24,1
CUST002598,CUST003553,1819.63,1
CUST002598,CUST003581,767.38,1
CUST002598,CUST003653,602.15,1
CUST002598,CUST003676,697.72,1
CUST002598,CUST003737,1993.44,1
CUST002598,CUST003838,1101.79,1
CUST002598,CUST003853,1732.04,1
CUST002598,CUST003899,1672.85,1
CUST002598,CUST003971,649.98,1
CUST002598,CUST004103,1401.37,1
CUST002598,CUST004140,766.89,1
CUST002598,CUST004190,1213.7,1
CUST002598,CUST004391,432.39,1
CUST002598,CUST004421,1090.29,1
CUST002598,CUST004448,1422.23,1
CUST002598,CUST004580,2384.59,1
CUST002598,CUST004586,987.39,1
CUST002598,CUST004611,944.28,1
CUST002598,CUST004630,684.68,1
CUST002598,CUST004814,1181.95,1
CUST002598,CUST004989,1265.59,1
CUST002599,AGT00082,880.13,1
CUST002599,AGT00109,1018.43,1
CUST002599,AGT00161,1081.29,1
CUST002599,AGT00184,1016.07,1
CUST002599,AGT00197,974.78,1
CUST002599,AGT00198,532.15,1
CUST002599,AGT00201,1600.93,1
CUST002599,AGT00230,663.86,1
CUST002599,AGT00253,655.33,1
CUST002599,AGT00261,388.61,1
CUST002599,AGT00272,1730.55,1
CUST002599,CUST000053,1611.41,1
CUST002599,CUST000065,890.27,1
CUST002599,CUST000181,894.91,1
CUST002599,CUST000229,848.99,1
CUST002599,CUST000278,553.43,1
CUST002599,CUST000280,1914.71,1
CUST002599,CUST000488,693.99,1
CUST002599,CUST000996,879.7,1
CUST002599,CUST001186,681.0,1
CUST002599,CUST001321,816.95,1
CUST002599,CUST001629,1124.56,1
CUST002599,CUST001642,1237.9,1
CUST002599,CUST001749,789.18,1
CUST002599,CUST002301,664.81,1
CUST002599,CUST002345,847.76,1
CUST002599,CUST002385,757.91,1
CUST002599,CUST002406,1488.92,1
CUST002599,CUST002472,544.44,1
CUST002599,CUST002482,602.52,1
CUST002599,CUST002568,1205.81,1
CUST002599,CUST002849,1299.28,1
CUST002599,CUST002912,874.37,1
CUST002599,CUST003038,844.79,1
CUST002599,CUST003050,1163.59,1
CUST002599,CUST003062,380.59,1
CUST002599,CUST003161,1750.0,1
CUST002599,CUST003268,460.19,1
CUST002599,CUST003428,1102.92,1
CUST002599,CUST003617,1369.56,1
CUST002599,CUST003668,812.79,1
CUST002599,CUST003853,529.4,1
CUST002599,CUST003908,959.41,1
CUST002599,CUST004204,1312.48,1
CUST002599,CUST004425,1084.33,1
CUST002599,CUST004702,462.33,1
CUST002599,CUST004721,784.57,1
CUST002599,CUST004755,875.05,1
CUST002599,CUST004893,1608.86,1
CUST002600,AGT00002,977.43,1
CUST002600,AGT00006,221.8,1
CUST002600,AGT00008,1008.63,1
CUST002600,AGT00083,191.45,1
CUST002600,AGT00101,402.34,1
CUST002600,AGT00114,588.51,1
CUST002600,AGT00127,627.46,1
CUST002600,AGT00132,811.0,1
CUST002600,AGT00134,318.77,1
CUST002600,AGT00144,1106.79,2
CUST002600,AGT00145,639.86,1
CUST002600,AGT00178,299.01,1
CUST002600,AGT00182,407.39,1
CUST002600,AGT00213,196.9,1
CUST002600,AGT00216,940.37,1
CUST002600,AGT00273,491.0,1
CUST002600,CUST000145,259.99,1
CUST002600,CUST000537,733.86,1
CUST002600,CUST000723,876.36,1
CUST002600,CUST000829,651.03,1
CUST002600,CUST001104,1000.15,1
CUST002600,CUST001111,254.52,1
CUST002600,CUST001481,827.84,1
CUST002600,CUST001568,403.02,1
CUST002600,CUST002001,350.54,1
CUST002600,CUST002082,613.65,1
CUST002600,CUST002222,577.76,1
CUST002600,CUST002575,541.06,1
CUST002600,CUST002687,364.0,1
CUST002600,CUST002741,991.59,1
CUST002600,CUST002767,395.32,1
CUST002600,CUST002824,467.88,1
CUST002600,CUST002961,477.16,1
CUST002600,CUST002964,927.04,1
CUST002600,CUST003018,937.75,1
CUST002600,CUST003021,5671.33,1
CUST002600,CUST003251,416.83,1
CUST002600,CUST003420,938.81,1
CUST002600,CUST003546,314.25,1
CUST002600,CUST003635,455.68,1
CUST002600,CUST003661,470.57,1
CUST002600,CUST003825,1177.93,1
CUST002600,CUST003959,424.32,1
CUST002600,CUST004206,1050.05,1
CUST002600,CUST004267,647.11,1
CUST002600,CUST004424,540.83,1
CUST002600,CUST004664,362.52,1
CUST002600,CUST004682,644.3,1
CUST002600,CUST004719,854.37,1
CUST002600,CUST004925,670.96,1
CUST002600,CUST004962,1440.19,1
CUST002601,AGT00175,1245.21,1
CUST002601,AGT00227,806.18,1
CUST002601,AGT00253,1616.62,1
CUST002601,AGT00255,1922.06,1
CUST002601,AGT00258,1754.36,1
CUST002601,CUST000385,1009.91,1
CUST002601,CUST000728,2569.21,1
CUST002601,CUST000978,784.67,1
CUST002601,CUST001554,2808.33,1
CUST002601,CUST002251,791.89,1
CUST002601,CUST002393,1178.72,1
CUST002601,CUST002521,654.47,1
CUST002601,CUST002644,2417.72,1
CUST002601,CUST003172,12185.48,1
CUST002601,CUST003211,2036.04,1
CUST002601,CUST003743,1064.29,1
CUST002601,CUST004339,1156.48,1
CUST002601,CUST004575,1019.86,1
CUST002602,AGT00002,303.92,1
CUST002602,AGT00006,423.73,2
CUST002602,AGT00007,485.22,1
CUST002602,AGT00011,487.72,2
CUST002602,AGT00013,190.29,1
CUST002602,AGT00021,269.2,1
CUST002602,AGT00034,291.94,1
CUST002602,AGT00045,262.24,1
CUST002602,AGT00051,234.5,1
CUST002602,AGT00058,539.2,1
CUST002602,AGT00059,150.82,1
CUST002602,AGT00077,206.15,1
CUST002602,AGT00101,221.21,1
CUST002602,AGT00112,503.26,1
CUST002602,AGT00117,237.48,1
CUST002602,AGT00121,405.1,1
CUST002602,AGT00149,164.67,1
CUST002602,AGT00154,659.75,2
CUST002602,AGT00155,258.93,1
CUST002602,AGT00159,278.91,1
CUST002602,AGT00173,485.92,1
CUST002602,AGT00174,423.91,1
CUST002602,AGT00181,152.72,1
CUST002602,AGT00190,182.42,1
CUST002602,AGT00205,224.4,1
CUST002602,AGT00208,274.41,2
CUST002602,AGT00215,263.04,1
CUST002602,AGT00224,328.39,1
CUST002602,AGT00225,341.62,1
CUST002602,AGT00235,277.4,1
CUST002602,AGT00236,238.39,1
CUST002602,AGT00250,354.09000000000003,2
CUST002602,AGT00255,127.99,1
CUST002602,AGT00263,193.66,1
CUST002602,AGT00290,267.53,1
CUST002602,AGT00296,157.0,1
CUST002602,AGT00297,201.05,1
CUST002602,CUST000004,883.22,1
CUST002602,CUST000012,98.64,1
CUST002602,CUST000092,166.02,1
CUST002602,CUST000193,695.01,1
CUST002602,CUST000253,371.61,1
CUST002602,CUST000287,252.94,1
CUST002602,CUST000311,249.72,1
CUST002602,CUST000385,294.33,1
CUST002602,CUST000456,353.37,1
CUST002602,CUST000460,157.0,1
CUST002602,CUST000466,187.07,1
CUST002602,CUST000488,163.19,1
CUST002602,CUST000598,425.05,1
CUST002602,CUST000613,152.37,1
CUST002602,CUST000676,263.34,1
CUST002602,CUST000681,365.28,1
CUST002602,CUST000683,195.8,1
CUST002602,CUST000707,548.41,1
CUST002602,CUST000769,166.08,1
CUST002602,CUST000779,238.73,1
CUST002602,CUST000800,139.95,1
CUST002602,CUST000834,188.57,1
CUST002602,CUST000935,277.19,1
CUST002602,CUST000938,174.72,1
CUST002602,CUST001021,274.48,1
CUST002602,CUST001036,190.66,1
CUST002602,CUST001135,433.97,1
CUST002602,CUST001198,223.93,1
CUST002602,CUST001203,258.43,1
CUST002602,CUST001225,241.23,1
CUST002602,CUST001254,519.82,1
CUST002602,CUST001262,179.65,1
CUST002602,CUST001285,188.86,1
CUST002602,CUST001314,99.46,1
CUST002602,CUST001372,371.19,1
CUST002602,CUST001396,168.6,1
CUST002602,CUST001403,347.21,1
CUST002602,CUST001411,185.85,1
CUST002602,CUST001464,422.14,1
CUST002602,CUST001665,420.82,1
CUST002602,CUST001769,253.03,1
CUST002602,CUST001784,547.26,1
CUST002602,CUST001786,398.52,1
CUST002602,CUST001816,101.34,1
CUST002602,CUST001895,333.86,1
CUST002602,CUST001922,138.29,1
CUST002602,CUST001935,317.34,1
CUST002602,CUST001980,132.27,1
CUST002602,CUST001997,179.14,1
CUST002602,CUST002034,329.95,1
CUST002602,CUST002040,245.56,1
CUST002602,CUST002079,98.27,1
CUST002602,CUST002241,118.36,1
CUST002602,CUST002242,171.6,1
CUST002602,CUST002317,148.64,1
CUST002602,CUST002338,224.69,1
CUST002602,CUST002350,342.55,1
CUST002602,CUST002477,360.69,1
CUST002602,CUST002479,319.71,1
CUST002602,CUST002564,174.57,1
CUST002602,CUST002670,303.27,1
CUST002602,CUST002829,404.0,1
CUST002602,CUST002889,142.64,1
CUST002602,CUST002921,323.52,1
CUST002602,CUST002948,4203.67,1
CUST002602,CUST002956,291.33,1
CUST002602,CUST002967,256.73,1
CUST002602,CUST002987,455.28,1
CUST002602,CUST003000,173.69,1
CUST002602,CUST003085,483.89,1
CUST002602,CUST003143,247.62,1
CUST002602,CUST003200,413.1,1
CUST002602,CUST003315,175.56,1
CUST002602,CUST003385,283.32,1
CUST002602,CUST003436,235.48,1
CUST002602,CUST003456,203.48,1
CUST002602,CUST003612,124.49,1
CUST002602,CUST003702,397.27,1
CUST002602,CUST003718,93.56,1
CUST002602,CUST003759,194.1,1
CUST002602,CUST003775,171.99,1
CUST002602,CUST003942,229.51,1
CUST002602,CUST003952,199.23,1
CUST002602,CUST004025,256.97,1
CUST002602,CUST004027,124.03,1
CUST002602,CUST004033,269.88,1
CUST002602,CUST004055,359.17,1
CUST002602,CUST004069,223.14,1
CUST002602,CUST004190,117.7,1
CUST002602,CUST004193,102.01,1
CUST002602,CUST004474,195.52,1
CUST002602,CUST004507,218.92,1
CUST002602,CUST004643,72.99,1
CUST002602,CUST004680,148.3,1
CUST002602,CUST004734,410.87,1
CUST002602,CUST004775,303.15,1
CUST002602,CUST004842,220.87,1
CUST002602,CUST004868,130.73,1
CUST002602,CUST004913,170.22,1
CUST002603,AGT00014,814.05,1
CUST002603,AGT00015,567.72,1
CUST002603,AGT00027,1929.2199999999998,2
CUST002603,AGT00066,571.07,1
CUST002603,AGT00078,758.61,1
CUST002603,AGT00089,489.06,1
CUST002603,AGT00118,566.59,1
CUST002603,AGT00131,410.3,1
CUST002603,AGT00137,555.93,1
CUST002603,AGT00150,649.39,1
CUST002603,AGT00173,1061.22,1
CUST002603,AGT00205,473.82,1
CUST002603,AGT00251,954.41,2
CUST002603,AGT00254,327.46,1
CUST002603,AGT00289,1266.68,1
CUST002603,AGT00291,415.51,1
CUST002603,CUST000003,942.15,1
CUST002603,CUST000104,7814.24,1
CUST002603,CUST000422,791.1,1
CUST002603,CUST000445,1675.6,1
CUST002603,CUST000464,1334.01,1
CUST002603,CUST000574,390.15,1
CUST002603,CUST000818,1510.38,1
CUST002603,CUST000820,427.83,1
CUST002603,CUST000886,697.84,1
CUST002603,CUST001117,1053.94,1
CUST002603,CUST001190,549.81,1
CUST002603,CUST001195,319.01,1
CUST002603,CUST001314,785.69,1
CUST002603,CUST001435,931.37,1
CUST002603,CUST001447,410.98,1
CUST002603,CUST001598,964.2,1
CUST002603,CUST001652,523.22,1
CUST002603,CUST001654,395.42,1
CUST002603,CUST001784,294.57,1
CUST002603,CUST001862,832.81,1
CUST002603,CUST002053,1268.46,1
CUST002603,CUST002068,1046.37,1
CUST002603,CUST002158,699.32,1
CUST002603,CUST002190,815.44,1
CUST002603,CUST002349,772.44,1
CUST002603,CUST002422,785.41,1
CUST002603,CUST002428,661.82,1
CUST002603,CUST002797,397.72,1
CUST002603,CUST002850,384.56,1
CUST002603,CUST002986,372.52,1
CUST002603,CUST003062,652.92,1
CUST002603,CUST003351,352.8,1
CUST002603,CUST003360,378.27,1
CUST002603,CUST003405,356.71,1
CUST002603,CUST003797,717.31,1
CUST002603,CUST003807,600.39,1
CUST002603,CUST004025,524.01,1
CUST002603,CUST004123,1372.12,1
CUST002603,CUST004273,287.35,1
CUST002603,CUST004505,367.71,1
CUST002603,CUST004544,476.57,1
CUST002603,CUST004573,249.7,1
CUST002603,CUST004779,706.73,1
CUST002604,AGT00025,475.7,1
CUST002604,AGT00037,360.26,1
CUST002604,AGT00038,358.22,1
CUST002604,AGT00042,1220.37,1
CUST002604,AGT00048,998.18,1
CUST002604,AGT00073,426.96,1
CUST002604,AGT00074,358.72,1
CUST002604,AGT00079,510.93,1
CUST002604,AGT00080,674.37,1
CUST002604,AGT00081,378.93,1
CUST002604,AGT00087,669.37,1
CUST002604,AGT00095,787.7,1
CUST002604,AGT00111,477.44,1
CUST002604,AGT00128,224.7,1
CUST002604,AGT00140,1082.66,1
CUST002604,AGT00146,749.7,1
CUST002604,AGT00160,960.17,1
CUST002604,AGT00171,529.19,1
CUST002604,AGT00182,227.29,1
CUST002604,AGT00184,1309.13,1
CUST002604,AGT00214,229.51,1
CUST002604,AGT00223,377.69,1
CUST002604,AGT00227,428.38,1
CUST002604,AGT00231,674.27,1
CUST002604,AGT00240,356.9,1
CUST002604,AGT00246,590.93,1
CUST002604,AGT00247,1705.47,1
CUST002604,AGT00253,384.13,1
CUST002604,AGT00290,852.95,1
CUST002604,AGT00294,1492.77,1
CUST002604,CUST000008,493.73,1
CUST002604,CUST000027,665.3,1
CUST002604,CUST000044,191.55,1
CUST002604,CUST000214,547.63,1
CUST002604,CUST000326,423.67,1
CUST002604,CUST000472,859.57,1
CUST002604,CUST000527,519.31,1
CUST002604,CUST000536,1355.22,1
CUST002604,CUST000626,830.87,1
CUST002604,CUST000757,639.84,1
CUST002604,CUST000797,225.07,1
CUST002604,CUST000896,171.3,1
CUST002604,CUST000904,598.25,1
CUST002604,CUST000958,356.25,1
CUST002604,CUST000963,506.67,1
CUST002604,CUST000969,980.07,1
CUST002604,CUST000990,898.24,1
CUST002604,CUST001486,1268.41,1
CUST002604,CUST001500,345.39,1
CUST002604,CUST001527,522.61,1
CUST002604,CUST001563,815.7,1
CUST002604,CUST001620,427.28,1
CUST002604,CUST001685,746.89,1
CUST002604,CUST001690,463.7,1
CUST002604,CUST001721,302.98,1
CUST002604,CUST001757,822.79,1
CUST002604,CUST001923,668.46,1
CUST002604,CUST001943,778.5,1
CUST002604,CUST002140,634.21,1
CUST002604,CUST002142,304.92,1
CUST002604,CUST002157,539.37,1
CUST002604,CUST002315,803.74,1
CUST002604,CUST002317,463.94,1
CUST002604,CUST002454,595.39,1
CUST002604,CUST002479,389.5,1
CUST002604,CUST002660,649.59,1
CUST002604,CUST002681,435.71,1
CUST002604,CUST002734,491.13,1
CUST002604,CUST002869,422.59,1
CUST002604,CUST002894,707.09,1
CUST002604,CUST002947,591.79,1
CUST002604,CUST003270,661.65,1
CUST002604,CUST003330,623.21,1
CUST002604,CUST003339,2044.04,1
CUST002604,CUST003384,815.01,1
CUST002604,CUST003426,355.77,1
CUST002604,CUST003432,1018.68,1
CUST002604,CUST003538,8075.68,1
CUST002604,CUST003614,564.57,1
CUST002604,CUST003706,443.66,1
CUST002604,CUST003916,854.29,1
CUST002604,CUST003923,541.39,1
CUST002604,CUST004034,507.12,1
CUST002604,CUST004036,188.25,1
CUST002604,CUST004103,672.17,1
CUST002604,CUST004159,586.99,1
CUST002604,CUST004195,304.52,1
CUST002604,CUST004210,718.77,1
CUST002604,CUST004237,421.47,1
CUST002604,CUST004277,1500.61,1
CUST002604,CUST004472,428.3,1
CUST002604,CUST004482,723.23,1
CUST002604,CUST004740,914.66,1
CUST002604,CUST004780,473.15,1
CUST002604,CUST004910,571.5,1
CUST002604,CUST004946,625.8,1
CUST002605,AGT00003,1251.67,1
CUST002605,AGT00010,1328.76,1
CUST002605,AGT00011,1677.45,1
CUST002605,AGT00012,1052.5,1
CUST002605,AGT00013,3906.78,1
CUST002605,AGT00020,1553.85,1
CUST002605,AGT00037,1449.27,1
CUST002605,AGT00040,1691.6,1
CUST002605,AGT00045,356.12,1
CUST002605,AGT00059,2657.32,1
CUST002605,AGT00063,1651.75,1
CUST002605,AGT00104,1049.28,1
CUST002605,AGT00114,2993.04,2
CUST002605,AGT00119,1044.2,1
CUST002605,AGT00128,893.15,1
CUST002605,AGT00153,1032.13,1
CUST002605,AGT00165,860.47,1
CUST002605,AGT00177,1200.26,1
CUST002605,AGT00182,1672.12,1
CUST002605,AGT00183,1232.65,1
CUST002605,AGT00199,1542.99,1
CUST002605,AGT00216,1547.4,1
CUST002605,AGT00221,1038.42,1
CUST002605,AGT00225,520.07,1
CUST002605,AGT00226,1212.33,1
CUST002605,AGT00227,1043.22,1
CUST002605,AGT00230,904.31,1
CUST002605,AGT00257,873.4,1
CUST002605,AGT00259,1906.29,1
CUST002605,AGT00266,897.09,1
CUST002605,AGT00269,889.12,1
CUST002605,AGT00287,1435.61,1
CUST002605,AGT00288,1469.64,1
CUST002605,CUST000034,1324.56,1
CUST002605,CUST000093,3554.81,1
CUST002605,CUST000162,895.26,1
CUST002605,CUST000167,1490.59,1
CUST002605,CUST000207,865.54,1
CUST002605,CUST000266,959.74,1
CUST002605,CUST000288,1254.9,1
CUST002605,CUST000292,863.0,1
CUST002605,CUST000308,983.67,1
CUST002605,CUST000339,870.87,1
CUST002605,CUST000467,1339.47,1
CUST002605,CUST000630,1970.68,1
CUST002605,CUST000699,697.83,1
CUST002605,CUST000736,2040.8,1
CUST002605,CUST000751,1108.02,1
CUST002605,CUST000885,960.7,1
CUST002605,CUST000940,3196.1899999999996,2
CUST002605,CUST000942,1190.34,1
CUST002605,CUST001000,1141.37,1
CUST002605,CUST001180,940.33,1
CUST002605,CUST001278,1908.46,1
CUST002605,CUST001341,667.69,1
CUST002605,CUST001483,1065.48,1
CUST002605,CUST001684,523.17,1
CUST002605,CUST001685,429.73,1
CUST002605,CUST001711,552.68,1
CUST002605,CUST001851,501.23,1
CUST002605,CUST001890,1722.43,1
CUST002605,CUST002072,1034.71,1
CUST002605,CUST002114,1490.85,1
CUST002605,CUST002194,1153.77,1
CUST002605,CUST002210,1065.76,1
CUST002605,CUST002281,1223.83,1
CUST002605,CUST002307,1014.14,1
CUST002605,CUST002326,1291.75,1
CUST002605,CUST002347,709.07,1
CUST002605,CUST002353,1854.96,1
CUST002605,CUST002585,630.8,1
CUST002605,CUST002609,2118.02,1
CUST002605,CUST002851,1493.77,1
CUST002605,CUST003007,6807.38,1
CUST002605,CUST003239,1275.75,1
CUST002605,CUST003294,530.97,1
CUST002605,CUST003507,770.5,1
CUST002605,CUST003624,1041.54,1
CUST002605,CUST003672,1211.76,1
CUST002605,CUST003703,2450.84,1
CUST002605,CUST003770,686.92,1
CUST002605,CUST003854,955.63,1
CUST002605,CUST003901,1829.4,1
CUST002605,CUST003954,1923.62,1
CUST002605,CUST003988,1447.66,1
CUST002605,CUST004173,1305.76,1
CUST002605,CUST004226,603.13,1
CUST002605,CUST004327,679.71,1
CUST002605,CUST004351,2452.02,1
CUST002605,CUST004400,1880.96,1
CUST002605,CUST004492,1451.32,1
CUST002605,CUST004529,1429.29,1
CUST002605,CUST004621,1403.16,1
CUST002605,CUST004689,544.74,1
CUST002605,CUST004768,1240.13,1
CUST002605,CUST004954,651.74,1
CUST002606,AGT00005,533.09,1
CUST002606,AGT00010,225.88,1
CUST002606,AGT00011,229.13,1
CUST002606,AGT00021,588.07,1
CUST002606,AGT00037,427.5,1
CUST002606,AGT00047,547.74,1
CUST002606,AGT00056,420.75,1
CUST002606,AGT00057,307.01,1
CUST002606,AGT00067,748.05,1
CUST002606,AGT00072,248.42,1
CUST002606,AGT00073,799.74,1
CUST002606,AGT00086,329.99,1
CUST002606,AGT00105,270.48,1
CUST002606,AGT00108,665.24,2
CUST002606,AGT00115,332.72,1
CUST002606,AGT00137,340.59,1
CUST002606,AGT00147,625.91,1
CUST002606,AGT00175,496.97,1
CUST002606,AGT00180,505.27,1
CUST002606,AGT00193,571.67,1
CUST002606,AGT00198,462.63,1
CUST002606,AGT00202,639.81,1
CUST002606,AGT00222,685.52,1
CUST002606,AGT00253,284.85,1
CUST002606,AGT00287,514.22,1
CUST002606,AGT00296,772.1,2
CUST002606,AGT00299,614.28,1
CUST002606,CUST000088,361.97,1
CUST002606,CUST000125,92.31,1
CUST002606,CUST000130,810.65,1
CUST002606,CUST000146,634.08,1
CUST002606,CUST000154,725.5,1
CUST002606,CUST000260,532.77,1
CUST002606,CUST000327,873.45,1
CUST002606,CUST000367,648.25,1
CUST002606,CUST000392,208.24,1
CUST002606,CUST000441,415.34,1
CUST002606,CUST000583,856.17,1
CUST002606,CUST000626,337.41,1
CUST002606,CUST000760,1714.78,1
CUST002606,CUST000819,127.99,1
CUST002606,CUST000844,469.45,1
CUST002606,CUST000918,412.52,1
CUST002606,CUST001018,398.02,1
CUST002606,CUST001045,310.89,1
CUST002606,CUST001200,358.27,1
CUST002606,CUST001220,391.15,1
CUST002606,CUST001222,764.17,1
CUST002606,CUST001542,448.83,1
CUST002606,CUST001705,334.36,1
CUST002606,CUST001769,539.22,1
CUST002606,CUST001851,219.63,1
CUST002606,CUST001899,166.67,1
CUST002606,CUST001957,378.79,1
CUST002606,CUST001983,333.49,1
CUST002606,CUST002026,547.71,1
CUST002606,CUST002308,404.72,1
CUST002606,CUST002376,891.41,1
CUST002606,CUST002406,599.55,1
CUST002606,CUST002570,769.32,1
CUST002606,CUST002583,447.96,1
CUST002606,CUST002636,502.0,1
CUST002606,CUST002751,1083.1,1
CUST002606,CUST002770,688.07,1
CUST002606,CUST002794,592.19,1
CUST002606,CUST002945,373.02,1
CUST002606,CUST002948,323.45,1
CUST002606,CUST002958,340.07,1
CUST002606,CUST003049,142.66,1
CUST002606,CUST003065,280.27,1
CUST002606,CUST003103,353.37,1
CUST002606,CUST003182,306.46,1
CUST002606,CUST003244,945.58,1
CUST002606,CUST003302,491.46,1
CUST002606,CUST003442,307.7,1
CUST002606,CUST003450,592.78,1
CUST002606,CUST003462,508.26,1
CUST002606,CUST003476,629.14,1
CUST002606,CUST003506,248.73,1
CUST002606,CUST003648,1276.97,1
CUST002606,CUST003709,320.62,1
CUST002606,CUST003737,583.24,1
CUST002606,CUST003827,172.15,1
CUST002606,CUST003851,285.64,1
CUST002606,CUST003917,1665.56,1
CUST002606,CUST004039,304.84,1
CUST002606,CUST004040,345.11,1
CUST002606,CUST004132,562.95,1
CUST002606,CUST004194,608.91,1
CUST002606,CUST004249,3984.15,1
CUST002606,CUST004297,185.49,1
CUST002606,CUST004465,283.19,1
CUST002606,CUST004569,396.98,1
CUST002606,CUST004708,125.65,1
CUST002606,CUST004751,684.54,1
CUST002606,CUST004823,126.53,1
CUST002606,CUST004881,581.97,1
CUST002607,AGT00017,563.38,1
CUST002607,AGT00045,588.45,1
CUST002607,AGT00065,352.35,1
CUST002607,AGT00069,1071.48,2
